INFO:root:all data: 949
INFO:root:train data: 759
INFO:root:test data: 190
INFO:root:Train epoch 0, loss: 0.6415, val_loss: 0.6597, val_acc: 0.6895, val_auroc: 0.4990
INFO:root:Train epoch 1, loss: 0.6026, val_loss: 0.6260, val_acc: 0.6895, val_auroc: 0.5646
INFO:root:Train epoch 2, loss: 0.5953, val_loss: 0.6230, val_acc: 0.6895, val_auroc: 0.5998
INFO:root:Train epoch 3, loss: 0.5846, val_loss: 0.6125, val_acc: 0.6895, val_auroc: 0.5950
INFO:root:Train epoch 4, loss: 0.5829, val_loss: 0.6043, val_acc: 0.6895, val_auroc: 0.6071
INFO:root:Train epoch 5, loss: 0.5748, val_loss: 0.6210, val_acc: 0.6895, val_auroc: 0.6266
INFO:root:Train epoch 6, loss: 0.5629, val_loss: 0.6271, val_acc: 0.6895, val_auroc: 0.6476
INFO:root:Train epoch 7, loss: 0.5688, val_loss: 0.6230, val_acc: 0.6842, val_auroc: 0.6560
INFO:root:Train epoch 8, loss: 0.5741, val_loss: 0.6190, val_acc: 0.6895, val_auroc: 0.6500
INFO:root:Train epoch 9, loss: 0.5541, val_loss: 0.5740, val_acc: 0.6842, val_auroc: 0.6570
INFO:root:Train epoch 10, loss: 0.5470, val_loss: 0.5731, val_acc: 0.6947, val_auroc: 0.6617
INFO:root:Train epoch 11, loss: 0.5499, val_loss: 0.5587, val_acc: 0.6737, val_auroc: 0.6727
INFO:root:Train epoch 12, loss: 0.5437, val_loss: 0.5960, val_acc: 0.6737, val_auroc: 0.6578
INFO:root:Train epoch 13, loss: 0.5398, val_loss: 0.5612, val_acc: 0.6842, val_auroc: 0.6686
INFO:root:Train epoch 14, loss: 0.5396, val_loss: 0.5691, val_acc: 0.6789, val_auroc: 0.6718
INFO:root:Train epoch 15, loss: 0.5355, val_loss: 0.5830, val_acc: 0.6842, val_auroc: 0.6660
INFO:root:Train epoch 16, loss: 0.5411, val_loss: 0.5880, val_acc: 0.6842, val_auroc: 0.6772
INFO:root:Train epoch 17, loss: 0.5353, val_loss: 0.6036, val_acc: 0.6895, val_auroc: 0.6756
INFO:root:Train epoch 18, loss: 0.5317, val_loss: 0.5580, val_acc: 0.6842, val_auroc: 0.6780
INFO:root:Train epoch 19, loss: 0.5255, val_loss: 0.5627, val_acc: 0.6842, val_auroc: 0.6866
INFO:root:Train epoch 20, loss: 0.5216, val_loss: 0.5765, val_acc: 0.6842, val_auroc: 0.6976
INFO:root:Train epoch 21, loss: 0.5160, val_loss: 0.5737, val_acc: 0.7211, val_auroc: 0.6991
INFO:root:Train epoch 22, loss: 0.5192, val_loss: 0.5799, val_acc: 0.7053, val_auroc: 0.6994
INFO:root:Train epoch 23, loss: 0.5213, val_loss: 0.5833, val_acc: 0.6737, val_auroc: 0.7069
INFO:root:Train epoch 24, loss: 0.5286, val_loss: 0.5683, val_acc: 0.7053, val_auroc: 0.7168
INFO:root:Train epoch 25, loss: 0.5285, val_loss: 0.5719, val_acc: 0.7000, val_auroc: 0.7240
INFO:root:Train epoch 26, loss: 0.5124, val_loss: 0.5768, val_acc: 0.7053, val_auroc: 0.7274
INFO:root:Train epoch 27, loss: 0.5129, val_loss: 0.5828, val_acc: 0.6737, val_auroc: 0.7117
INFO:root:Train epoch 28, loss: 0.5240, val_loss: 0.5541, val_acc: 0.6895, val_auroc: 0.7102
INFO:root:Train epoch 29, loss: 0.5048, val_loss: 0.5472, val_acc: 0.6895, val_auroc: 0.7026
INFO:root:Train epoch 30, loss: 0.4927, val_loss: 0.5779, val_acc: 0.6632, val_auroc: 0.7101
INFO:root:Train epoch 31, loss: 0.5011, val_loss: 0.5445, val_acc: 0.6684, val_auroc: 0.7204
INFO:root:Train epoch 32, loss: 0.4860, val_loss: 0.5550, val_acc: 0.7263, val_auroc: 0.7222
INFO:root:Train epoch 33, loss: 0.4841, val_loss: 0.5235, val_acc: 0.7263, val_auroc: 0.7421
INFO:root:Train epoch 34, loss: 0.4801, val_loss: 0.5768, val_acc: 0.6632, val_auroc: 0.7269
INFO:root:Train epoch 35, loss: 0.4863, val_loss: 0.5669, val_acc: 0.7263, val_auroc: 0.7604
INFO:root:Train epoch 36, loss: 0.4765, val_loss: 0.5288, val_acc: 0.7263, val_auroc: 0.7487
INFO:root:Train epoch 37, loss: 0.4784, val_loss: 0.5313, val_acc: 0.7211, val_auroc: 0.7502
INFO:root:Train epoch 38, loss: 0.4783, val_loss: 0.5192, val_acc: 0.7263, val_auroc: 0.7589
INFO:root:Train epoch 39, loss: 0.4699, val_loss: 0.5736, val_acc: 0.7316, val_auroc: 0.7545
INFO:root:Train epoch 40, loss: 0.4774, val_loss: 0.5491, val_acc: 0.7000, val_auroc: 0.7431
INFO:root:Train epoch 41, loss: 0.4692, val_loss: 0.5296, val_acc: 0.7263, val_auroc: 0.7509
INFO:root:Train epoch 42, loss: 0.4679, val_loss: 0.5214, val_acc: 0.7368, val_auroc: 0.7520
INFO:root:Train epoch 43, loss: 0.4632, val_loss: 0.5198, val_acc: 0.7211, val_auroc: 0.7568
INFO:root:Train epoch 44, loss: 0.4649, val_loss: 0.5302, val_acc: 0.7368, val_auroc: 0.7575
INFO:root:Train epoch 45, loss: 0.4890, val_loss: 0.5289, val_acc: 0.7263, val_auroc: 0.7476
INFO:root:Train epoch 46, loss: 0.4617, val_loss: 0.5248, val_acc: 0.7368, val_auroc: 0.7601
INFO:root:Train epoch 47, loss: 0.4714, val_loss: 0.5641, val_acc: 0.7316, val_auroc: 0.7384
INFO:root:Train epoch 48, loss: 0.4819, val_loss: 0.5218, val_acc: 0.7368, val_auroc: 0.7555
INFO:root:Train epoch 49, loss: 0.4608, val_loss: 0.5082, val_acc: 0.7526, val_auroc: 0.7661
INFO:root:Train epoch 50, loss: 0.4682, val_loss: 0.5464, val_acc: 0.7474, val_auroc: 0.7500
INFO:root:Train epoch 51, loss: 0.4619, val_loss: 0.5032, val_acc: 0.7316, val_auroc: 0.7598
INFO:root:Train epoch 52, loss: 0.4724, val_loss: 0.5615, val_acc: 0.7421, val_auroc: 0.7569
INFO:root:Train epoch 53, loss: 0.4597, val_loss: 0.5202, val_acc: 0.7316, val_auroc: 0.7574
INFO:root:Train epoch 54, loss: 0.4529, val_loss: 0.5284, val_acc: 0.7211, val_auroc: 0.7563
INFO:root:Train epoch 55, loss: 0.4589, val_loss: 0.5176, val_acc: 0.7737, val_auroc: 0.7873
INFO:root:Train epoch 56, loss: 0.4602, val_loss: 0.5040, val_acc: 0.7368, val_auroc: 0.7614
INFO:root:Train epoch 57, loss: 0.4724, val_loss: 0.5165, val_acc: 0.7474, val_auroc: 0.7670
INFO:root:Train epoch 58, loss: 0.4753, val_loss: 0.5653, val_acc: 0.6789, val_auroc: 0.7407
INFO:root:Train epoch 59, loss: 0.4517, val_loss: 0.5340, val_acc: 0.7211, val_auroc: 0.7504
INFO:root:Train epoch 60, loss: 0.4592, val_loss: 0.5237, val_acc: 0.7474, val_auroc: 0.7743
INFO:root:Train epoch 61, loss: 0.4545, val_loss: 0.5454, val_acc: 0.7211, val_auroc: 0.7630
INFO:root:Train epoch 62, loss: 0.4415, val_loss: 0.5024, val_acc: 0.7474, val_auroc: 0.7735
INFO:root:Train epoch 63, loss: 0.4397, val_loss: 0.5382, val_acc: 0.7316, val_auroc: 0.7703
INFO:root:Train epoch 64, loss: 0.4472, val_loss: 0.5262, val_acc: 0.7421, val_auroc: 0.7760
INFO:root:Train epoch 65, loss: 0.4491, val_loss: 0.5542, val_acc: 0.7421, val_auroc: 0.7639
INFO:root:Train epoch 66, loss: 0.4481, val_loss: 0.5101, val_acc: 0.7000, val_auroc: 0.7448
INFO:root:Train epoch 67, loss: 0.4318, val_loss: 0.4984, val_acc: 0.7368, val_auroc: 0.7887
INFO:root:Train epoch 68, loss: 0.4234, val_loss: 0.5055, val_acc: 0.7579, val_auroc: 0.7969
INFO:root:Train epoch 69, loss: 0.4218, val_loss: 0.5043, val_acc: 0.7263, val_auroc: 0.7857
INFO:root:Train epoch 70, loss: 0.4242, val_loss: 0.5267, val_acc: 0.7211, val_auroc: 0.7810
INFO:root:Train epoch 71, loss: 0.4257, val_loss: 0.5049, val_acc: 0.7158, val_auroc: 0.7809
INFO:root:Train epoch 72, loss: 0.4280, val_loss: 0.4951, val_acc: 0.7368, val_auroc: 0.7843
INFO:root:Train epoch 73, loss: 0.4255, val_loss: 0.4969, val_acc: 0.7316, val_auroc: 0.7881
INFO:root:Train epoch 74, loss: 0.4174, val_loss: 0.4739, val_acc: 0.7421, val_auroc: 0.8028
INFO:root:Train epoch 75, loss: 0.4215, val_loss: 0.5502, val_acc: 0.7105, val_auroc: 0.7510
INFO:root:Train epoch 76, loss: 0.4313, val_loss: 0.5923, val_acc: 0.7053, val_auroc: 0.7617
INFO:root:Train epoch 77, loss: 0.4450, val_loss: 0.5153, val_acc: 0.7316, val_auroc: 0.7825
INFO:root:Train epoch 78, loss: 0.4340, val_loss: 0.5013, val_acc: 0.7684, val_auroc: 0.7962
INFO:root:Train epoch 79, loss: 0.4100, val_loss: 0.4646, val_acc: 0.7632, val_auroc: 0.8055
INFO:root:Train epoch 80, loss: 0.4033, val_loss: 0.4803, val_acc: 0.7474, val_auroc: 0.8002
INFO:root:Train epoch 81, loss: 0.4003, val_loss: 0.4912, val_acc: 0.7737, val_auroc: 0.7938
INFO:root:Train epoch 82, loss: 0.3965, val_loss: 0.4862, val_acc: 0.7474, val_auroc: 0.7986
INFO:root:Train epoch 83, loss: 0.4021, val_loss: 0.4660, val_acc: 0.7158, val_auroc: 0.7808
INFO:root:Train epoch 84, loss: 0.4037, val_loss: 0.5295, val_acc: 0.7421, val_auroc: 0.8062
INFO:root:Train epoch 85, loss: 0.3952, val_loss: 0.5300, val_acc: 0.7579, val_auroc: 0.7973
INFO:root:Train epoch 86, loss: 0.4123, val_loss: 0.4885, val_acc: 0.7053, val_auroc: 0.7608
INFO:root:Train epoch 87, loss: 0.4028, val_loss: 0.5225, val_acc: 0.7579, val_auroc: 0.8048
INFO:root:Train epoch 88, loss: 0.3892, val_loss: 0.5204, val_acc: 0.7421, val_auroc: 0.7896
INFO:root:Train epoch 89, loss: 0.4047, val_loss: 0.4902, val_acc: 0.7579, val_auroc: 0.8129
INFO:root:Train epoch 90, loss: 0.3878, val_loss: 0.4925, val_acc: 0.7526, val_auroc: 0.8128
INFO:root:Train epoch 91, loss: 0.4029, val_loss: 0.5195, val_acc: 0.7368, val_auroc: 0.7923
INFO:root:Train epoch 92, loss: 0.3812, val_loss: 0.5085, val_acc: 0.7421, val_auroc: 0.8119
INFO:root:Train epoch 93, loss: 0.4018, val_loss: 0.4581, val_acc: 0.7526, val_auroc: 0.8139
