INFO:root:all data: 949
INFO:root:train data: 759
INFO:root:test data: 190
INFO:root:Train epoch 0, loss: 0.6283, val_loss: 0.6196, val_acc: 0.6895, val_auroc: 0.5963
INFO:root:Train epoch 1, loss: 0.5953, val_loss: 0.6355, val_acc: 0.6895, val_auroc: 0.6146
INFO:root:Train epoch 2, loss: 0.5985, val_loss: 0.6206, val_acc: 0.6895, val_auroc: 0.6710
INFO:root:Train epoch 3, loss: 0.5918, val_loss: 0.6165, val_acc: 0.6895, val_auroc: 0.6691
INFO:root:Train epoch 4, loss: 0.5909, val_loss: 0.6155, val_acc: 0.6895, val_auroc: 0.6601
INFO:root:Train epoch 5, loss: 0.5878, val_loss: 0.6163, val_acc: 0.6895, val_auroc: 0.6580
INFO:root:Train epoch 6, loss: 0.5869, val_loss: 0.6182, val_acc: 0.6895, val_auroc: 0.6521
INFO:root:Train epoch 7, loss: 0.5859, val_loss: 0.6134, val_acc: 0.6895, val_auroc: 0.6509
INFO:root:Train epoch 8, loss: 0.5795, val_loss: 0.6056, val_acc: 0.6895, val_auroc: 0.6469
INFO:root:Train epoch 9, loss: 0.5762, val_loss: 0.6005, val_acc: 0.6895, val_auroc: 0.6454
INFO:root:Train epoch 10, loss: 0.5708, val_loss: 0.5999, val_acc: 0.6895, val_auroc: 0.6483
INFO:root:Train epoch 11, loss: 0.5605, val_loss: 0.5895, val_acc: 0.6895, val_auroc: 0.6510
INFO:root:Train epoch 12, loss: 0.5550, val_loss: 0.5863, val_acc: 0.6895, val_auroc: 0.6463
INFO:root:Train epoch 13, loss: 0.5514, val_loss: 0.5843, val_acc: 0.6895, val_auroc: 0.6533
INFO:root:Train epoch 14, loss: 0.5493, val_loss: 0.5871, val_acc: 0.6947, val_auroc: 0.6569
INFO:root:Train epoch 15, loss: 0.5512, val_loss: 0.5859, val_acc: 0.6947, val_auroc: 0.6550
INFO:root:Train epoch 16, loss: 0.5488, val_loss: 0.5807, val_acc: 0.6842, val_auroc: 0.6543
INFO:root:Train epoch 17, loss: 0.5441, val_loss: 0.5909, val_acc: 0.6947, val_auroc: 0.6673
INFO:root:Train epoch 18, loss: 0.5439, val_loss: 0.5805, val_acc: 0.6947, val_auroc: 0.6650
INFO:root:Train epoch 19, loss: 0.5440, val_loss: 0.5789, val_acc: 0.6947, val_auroc: 0.6762
INFO:root:Train epoch 20, loss: 0.5476, val_loss: 0.5841, val_acc: 0.6947, val_auroc: 0.6765
INFO:root:Train epoch 21, loss: 0.5381, val_loss: 0.5765, val_acc: 0.6684, val_auroc: 0.6771
INFO:root:Train epoch 22, loss: 0.5369, val_loss: 0.5920, val_acc: 0.6947, val_auroc: 0.6793
INFO:root:Train epoch 23, loss: 0.5390, val_loss: 0.5717, val_acc: 0.6947, val_auroc: 0.6763
INFO:root:Train epoch 24, loss: 0.5326, val_loss: 0.5694, val_acc: 0.6842, val_auroc: 0.6707
INFO:root:Train epoch 25, loss: 0.5290, val_loss: 0.5783, val_acc: 0.6947, val_auroc: 0.6749
INFO:root:Train epoch 26, loss: 0.5289, val_loss: 0.5660, val_acc: 0.6842, val_auroc: 0.6735
INFO:root:Train epoch 27, loss: 0.5283, val_loss: 0.5655, val_acc: 0.6737, val_auroc: 0.6798
INFO:root:Train epoch 28, loss: 0.5237, val_loss: 0.5737, val_acc: 0.6947, val_auroc: 0.6809
INFO:root:Train epoch 29, loss: 0.5262, val_loss: 0.5638, val_acc: 0.6842, val_auroc: 0.6837
INFO:root:Train epoch 30, loss: 0.5328, val_loss: 0.5669, val_acc: 0.6842, val_auroc: 0.6921
INFO:root:Train epoch 31, loss: 0.5260, val_loss: 0.5625, val_acc: 0.6947, val_auroc: 0.6897
INFO:root:Train epoch 32, loss: 0.5203, val_loss: 0.5728, val_acc: 0.6842, val_auroc: 0.6924
