INFO:root:all data: 949
INFO:root:train data: 759
INFO:root:test data: 190
INFO:root:Train epoch 0, loss: 0.6192, val_loss: 0.6440, val_acc: 0.6895, val_auroc: 0.5684
INFO:root:Train epoch 1, loss: 0.5992, val_loss: 0.6202, val_acc: 0.6895, val_auroc: 0.6187
INFO:root:Train epoch 2, loss: 0.5963, val_loss: 0.5977, val_acc: 0.6895, val_auroc: 0.6575
INFO:root:Train epoch 3, loss: 0.5935, val_loss: 0.5885, val_acc: 0.6895, val_auroc: 0.6555
INFO:root:Train epoch 4, loss: 0.5894, val_loss: 0.6039, val_acc: 0.6895, val_auroc: 0.6547
INFO:root:Train epoch 5, loss: 0.5844, val_loss: 0.6039, val_acc: 0.6895, val_auroc: 0.6588
INFO:root:Train epoch 6, loss: 0.5786, val_loss: 0.5993, val_acc: 0.6895, val_auroc: 0.6582
INFO:root:Train epoch 7, loss: 0.5732, val_loss: 0.5831, val_acc: 0.6895, val_auroc: 0.6603
INFO:root:Train epoch 8, loss: 0.5593, val_loss: 0.5921, val_acc: 0.6895, val_auroc: 0.6544
INFO:root:Train epoch 9, loss: 0.5496, val_loss: 0.6070, val_acc: 0.6947, val_auroc: 0.6466
INFO:root:Train epoch 10, loss: 0.5626, val_loss: 0.5783, val_acc: 0.7053, val_auroc: 0.6587
INFO:root:Train epoch 11, loss: 0.5595, val_loss: 0.5904, val_acc: 0.6947, val_auroc: 0.6543
INFO:root:Train epoch 12, loss: 0.5547, val_loss: 0.5786, val_acc: 0.6947, val_auroc: 0.6551
INFO:root:Train epoch 13, loss: 0.5440, val_loss: 0.5750, val_acc: 0.6947, val_auroc: 0.6587
INFO:root:Train epoch 14, loss: 0.5451, val_loss: 0.5761, val_acc: 0.6842, val_auroc: 0.6544
INFO:root:Train epoch 15, loss: 0.5436, val_loss: 0.5892, val_acc: 0.6842, val_auroc: 0.6586
INFO:root:Train epoch 16, loss: 0.5422, val_loss: 0.6075, val_acc: 0.6842, val_auroc: 0.6666
INFO:root:Train epoch 17, loss: 0.5385, val_loss: 0.6014, val_acc: 0.6842, val_auroc: 0.6688
INFO:root:Train epoch 18, loss: 0.5371, val_loss: 0.6017, val_acc: 0.6842, val_auroc: 0.6654
INFO:root:Train epoch 19, loss: 0.5385, val_loss: 0.5870, val_acc: 0.6842, val_auroc: 0.6650
INFO:root:Train epoch 20, loss: 0.5396, val_loss: 0.6254, val_acc: 0.6842, val_auroc: 0.6625
INFO:root:Train epoch 21, loss: 0.5347, val_loss: 0.5755, val_acc: 0.6842, val_auroc: 0.6616
INFO:root:Train epoch 22, loss: 0.5346, val_loss: 0.5599, val_acc: 0.6842, val_auroc: 0.6676
INFO:root:Train epoch 23, loss: 0.5382, val_loss: 0.5777, val_acc: 0.6842, val_auroc: 0.6615
INFO:root:Train epoch 24, loss: 0.5353, val_loss: 0.5738, val_acc: 0.6684, val_auroc: 0.6643
INFO:root:Train epoch 25, loss: 0.5310, val_loss: 0.5558, val_acc: 0.6842, val_auroc: 0.6689
INFO:root:Train epoch 26, loss: 0.5293, val_loss: 0.5808, val_acc: 0.6842, val_auroc: 0.6714
INFO:root:Train epoch 27, loss: 0.5272, val_loss: 0.5701, val_acc: 0.6842, val_auroc: 0.6685
INFO:root:Train epoch 28, loss: 0.5262, val_loss: 0.5540, val_acc: 0.6684, val_auroc: 0.6741
INFO:root:Train epoch 29, loss: 0.5251, val_loss: 0.5834, val_acc: 0.6947, val_auroc: 0.6780
INFO:root:Train epoch 30, loss: 0.5391, val_loss: 0.5763, val_acc: 0.6947, val_auroc: 0.6844
INFO:root:Train epoch 31, loss: 0.5396, val_loss: 0.5644, val_acc: 0.6895, val_auroc: 0.6825
INFO:root:Train epoch 32, loss: 0.5313, val_loss: 0.5489, val_acc: 0.6789, val_auroc: 0.6866
INFO:root:Train epoch 33, loss: 0.5311, val_loss: 0.5748, val_acc: 0.7053, val_auroc: 0.6971
INFO:root:Train epoch 34, loss: 0.5246, val_loss: 0.5824, val_acc: 0.6789, val_auroc: 0.7037
INFO:root:Train epoch 35, loss: 0.5160, val_loss: 0.5580, val_acc: 0.6789, val_auroc: 0.7056
INFO:root:Train epoch 36, loss: 0.5134, val_loss: 0.5623, val_acc: 0.6684, val_auroc: 0.7058
INFO:root:Train epoch 37, loss: 0.5168, val_loss: 0.5669, val_acc: 0.7000, val_auroc: 0.7117
