INFO:root:all data: 949
INFO:root:train data: 759
INFO:root:test data: 190
INFO:root:Train epoch 0, loss: 0.6704, val_loss: 0.5943, val_acc: 0.6895, val_auroc: 0.6606
INFO:root:Train epoch 1, loss: 0.5871, val_loss: 0.6894, val_acc: 0.6895, val_auroc: 0.6899
INFO:root:Train epoch 2, loss: 0.5915, val_loss: 0.6671, val_acc: 0.6895, val_auroc: 0.4937
INFO:root:Train epoch 3, loss: 0.5953, val_loss: 0.6176, val_acc: 0.6895, val_auroc: 0.5506
INFO:root:Train epoch 4, loss: 0.5950, val_loss: 0.6443, val_acc: 0.6895, val_auroc: 0.6027
INFO:root:Train epoch 5, loss: 0.6007, val_loss: 0.6312, val_acc: 0.6895, val_auroc: 0.5507
INFO:root:Train epoch 6, loss: 0.6073, val_loss: 0.6113, val_acc: 0.6895, val_auroc: 0.5560
INFO:root:Train epoch 7, loss: 0.5968, val_loss: 0.6019, val_acc: 0.6895, val_auroc: 0.6847
INFO:root:Train epoch 8, loss: 0.5684, val_loss: 0.5732, val_acc: 0.6895, val_auroc: 0.6963
INFO:root:Train epoch 9, loss: 0.5772, val_loss: 0.5816, val_acc: 0.6895, val_auroc: 0.6672
INFO:root:Train epoch 10, loss: 0.5862, val_loss: 0.5895, val_acc: 0.6895, val_auroc: 0.6682
INFO:root:Train epoch 11, loss: 0.5768, val_loss: 0.6008, val_acc: 0.6895, val_auroc: 0.6830
INFO:root:Train epoch 12, loss: 0.5718, val_loss: 0.5699, val_acc: 0.6895, val_auroc: 0.7069
INFO:root:Train epoch 13, loss: 0.5554, val_loss: 0.5828, val_acc: 0.7316, val_auroc: 0.7172
INFO:root:Train epoch 14, loss: 0.5709, val_loss: 0.5852, val_acc: 0.6895, val_auroc: 0.6887
INFO:root:Train epoch 15, loss: 0.5549, val_loss: 0.5716, val_acc: 0.6895, val_auroc: 0.7061
INFO:root:Train epoch 16, loss: 0.5688, val_loss: 0.5731, val_acc: 0.6895, val_auroc: 0.7053
INFO:root:Train epoch 17, loss: 0.5462, val_loss: 0.5858, val_acc: 0.6895, val_auroc: 0.7036
INFO:root:Train epoch 18, loss: 0.5560, val_loss: 0.5631, val_acc: 0.6895, val_auroc: 0.7113
INFO:root:Train epoch 19, loss: 0.5461, val_loss: 0.5647, val_acc: 0.6895, val_auroc: 0.7148
INFO:root:Train epoch 20, loss: 0.5397, val_loss: 0.6632, val_acc: 0.6895, val_auroc: 0.7184
INFO:root:Train epoch 21, loss: 0.5957, val_loss: 0.6335, val_acc: 0.6895, val_auroc: 0.7098
INFO:root:Train epoch 22, loss: 0.5623, val_loss: 0.5922, val_acc: 0.6895, val_auroc: 0.6997
INFO:root:Train epoch 23, loss: 0.5411, val_loss: 0.5573, val_acc: 0.6895, val_auroc: 0.7372
INFO:root:Train epoch 24, loss: 0.5420, val_loss: 0.5552, val_acc: 0.6895, val_auroc: 0.7160
INFO:root:Train epoch 25, loss: 0.5665, val_loss: 0.5588, val_acc: 0.6895, val_auroc: 0.7205
INFO:root:Train epoch 26, loss: 0.5420, val_loss: 0.5535, val_acc: 0.6895, val_auroc: 0.7236
INFO:root:Train epoch 27, loss: 0.5714, val_loss: 0.5694, val_acc: 0.6895, val_auroc: 0.7475
INFO:root:Train epoch 28, loss: 0.5489, val_loss: 0.5730, val_acc: 0.6579, val_auroc: 0.7355
INFO:root:Train epoch 29, loss: 0.5688, val_loss: 0.5781, val_acc: 0.6895, val_auroc: 0.7356
INFO:root:Train epoch 30, loss: 0.5606, val_loss: 0.5707, val_acc: 0.6895, val_auroc: 0.7353
INFO:root:Train epoch 31, loss: 0.5313, val_loss: 0.5443, val_acc: 0.6632, val_auroc: 0.7241
INFO:root:Train epoch 32, loss: 0.5424, val_loss: 0.5768, val_acc: 0.6895, val_auroc: 0.7317
INFO:root:Train epoch 33, loss: 0.5529, val_loss: 0.5678, val_acc: 0.6895, val_auroc: 0.7311
INFO:root:Train epoch 34, loss: 0.5443, val_loss: 0.5519, val_acc: 0.6895, val_auroc: 0.7421
INFO:root:Train epoch 35, loss: 0.5259, val_loss: 0.5317, val_acc: 0.7316, val_auroc: 0.7513
INFO:root:Train epoch 36, loss: 0.5185, val_loss: 0.5201, val_acc: 0.7211, val_auroc: 0.7729
INFO:root:Train epoch 37, loss: 0.5175, val_loss: 0.5304, val_acc: 0.7000, val_auroc: 0.7818
INFO:root:Train epoch 38, loss: 0.5147, val_loss: 0.5240, val_acc: 0.7421, val_auroc: 0.7700
INFO:root:Train epoch 39, loss: 0.5116, val_loss: 0.5125, val_acc: 0.7368, val_auroc: 0.7934
INFO:root:Train epoch 40, loss: 0.5095, val_loss: 0.5145, val_acc: 0.7474, val_auroc: 0.7852
INFO:root:Train epoch 41, loss: 0.5155, val_loss: 0.5486, val_acc: 0.6895, val_auroc: 0.7804
INFO:root:Train epoch 42, loss: 0.5376, val_loss: 0.5394, val_acc: 0.6895, val_auroc: 0.7708
INFO:root:Train epoch 43, loss: 0.5400, val_loss: 0.5498, val_acc: 0.6895, val_auroc: 0.7777
INFO:root:Train epoch 44, loss: 0.5467, val_loss: 0.5344, val_acc: 0.6895, val_auroc: 0.7677
INFO:root:Train epoch 45, loss: 0.5112, val_loss: 0.5224, val_acc: 0.7368, val_auroc: 0.7698
INFO:root:Train epoch 46, loss: 0.5168, val_loss: 0.5226, val_acc: 0.7105, val_auroc: 0.7570
